index,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,x_cv_ascertainment,x_cv_diagnostic_criteria,x_cv_representative,year_end,year_start
285,74,70,,TUR,p,98.0,,male,-0.99,,0.0102040816325,1,0,0,2000,1999
286,69,65,,ITA,i,,0.0004,male,-0.00099,0.00429,0.0,0,0,0,1996,1992
287,99,85,,JPN,p,1113.0,,female,-0.00099,,0.00269541778975,1,1,0,2000,2000
288,99,40,,ARG,p,4367.0,,female,-0.00099,,0.00274788184108,0,0,0,1991,1991
289,74,70,,ITA,i,,0.00067,male,-0.00099,0.00606,0.000562913338425,0,0,0,1996,1992
290,69,65,,BGR,p,4421.0,,total,-0.00099,,0.00180954535173,0,0,0,1999,1999
291,79,75,,TUR,p,57.0,,female,-0.99,,0.0,1,0,0,2000,1999
292,74,65,,NZL,p,4600.0,,female,-0.00099,,0.00630434782609,0,0,0,2005,2005
293,74,70,,ITA,i,,1e-05,female,-0.00099,0.00305,0.000940916993493,0,0,0,1996,1992
294,79,75,,ITA,i,,1e-05,female,-0.00099,0.00355,0.000548145310457,0,0,0,1996,1992
295,84,80,,ITA,i,,0.00052,female,-0.00099,0.00786,0.00168058110077,0,0,0,1996,1992
296,99,74,,ITA,p,697.0,,male,-0.00099,,0.0229555236729,0,0,0,1987,1987
297,99,74,,ITA,p,1287.0,,female,-0.00099,,0.032634032634,0,0,0,1987,1987
298,74,70,,ITA,p,702.0,,male,-0.00099,,0.019943019943,0,0,0,1987,1987
299,74,70,,ITA,p,969.0,,female,-0.00099,,0.00928792569658,0,0,0,1987,1987
300,59,55,,ITA,p,133.0,,female,-0.00099,,0.0,0,0,0,1987,1987
301,99,80,,north_america_high_income,csmr,,0.0003636,female,-99.0,0.0013724,0.0009466,0,0,0,2005,2005
302,69,60,,ARG,p,1238.0,,female,-0.00099,,0.0016155088853,0,0,0,1991,1991
303,69,65,,ITA,p,1152.0,,female,-0.00099,,0.00173611111111,0,0,0,1987,1987
304,79,70,,POL,p,131881.0,,total,-0.00099,,0.00313161107362,1,1,0,1986,1986
305,64,60,,ITA,p,899.0,,male,-0.00099,,0.00222469410456,0,0,0,1987,1987
306,79,70,,SGP,p,1476.0,0.0,female,-99.0,0.01,0.0128726287263,0,0,0,2001,2001
307,89,80,,JPN,p,1338.0,,female,-0.00099,,0.00224215246637,1,0,0,1985,1985
308,99,60,,BOL,p,497.0,0.0,total,-0.00099,0.01076,0.00804828973841,0,0,0,1994,1994
309,64,60,,ITA,p,999.0,,female,-0.00099,,0.005005005005,0,0,0,1987,1987
310,74,65,,NZL,p,3171.0,,male,-0.00099,,0.00157678965626,0,0,0,2005,2005
311,99,30,,ITA,p,19630.0,,female,-0.00099,,0.00137544574631,0,0,0,1987,1987
312,79,75,,JPN,p,3013.0,,total,-0.00099,,0.00298705609027,1,1,0,2000,2000
313,99,30,,ITA,p,19630.0,,female,-0.00099,,0.000458481915436,0,0,0,1987,1987
314,24,20,,north_america_high_income,csmr,,2.13e-08,female,-99.0,1.68e-07,8.21e-08,0,0,0,2010,2010
315,69,20,,AUS,p,8500.0,,total,-0.00099,,0.0,0,0,0,1995,1995
316,69,65,,ITA,p,927.0,,male,-0.00099,,0.017259978425,0,0,0,1987,1987
317,99,30,,ITA,p,18730.0,,male,-0.00099,,0.00886278697277,0,0,0,1987,1987
318,99,30,,ITA,p,18730.0,,male,-0.00099,,0.00854244527496,0,0,0,1987,1987
319,49,45,,ITA,p,1237.0,,female,-0.00099,,0.000808407437348,0,0,0,1987,1987
320,29,25,,north_america_high_income,csmr,,2.98e-08,female,-99.0,2.2e-07,1.11e-07,0,0,0,2010,2010
321,49,45,,ITA,p,1256.0,,male,-0.00099,,0.0,0,0,0,1987,1987
322,99,30,,URY,p,1975.0,,total,-0.099,,0.0156962025316,0,0,0,1994,1994
323,54,50,,ITA,p,1278.0,,male,-0.00099,,0.00156494522692,0,0,0,1987,1987
324,44,40,,ITA,p,1389.0,,male,-0.00099,,0.0,0,0,0,1987,1987
325,44,40,,ITA,p,1370.0,,female,-0.00099,,0.0,0,0,0,1987,1987
326,54,50,,ITA,p,1341.0,,female,-0.00099,,0.00223713646532,0,0,0,1987,1987
327,59,55,,ITA,p,1261.0,,male,-0.00099,,0.000793021411577,0,0,0,1987,1987
328,69,60,,EST,p,6267.0,0.0036,male,-0.00099,0.00438,0.00382958353279,0,0,0,1996,1996
329,84,80,,ITA,p,555.0,,male,-0.99,,0.0144144144144,0,0,0,1989,1988
330,69,65,,JPN,p,3101.0,,female,-0.00099,,0.00225733634311,1,1,0,2000,2000
331,84,80,,ITA,p,542.0,,female,-0.99,,0.0110701107011,0,0,0,1989,1988
332,79,75,,ITA,p,571.0,,male,-0.99,,0.0262697022767,0,0,0,1989,1988
333,74,70,,JPN,p,2143.0,,male,-0.00099,,0.0139990667289,1,1,0,2000,2000
334,59,50,,BOL,p,479.0,0.0,total,-0.00099,0.00892,0.0,0,0,0,1994,1994
335,69,60,,JPN,p,4143.0,,female,-0.00099,,0.00217233888487,1,0,0,1985,1985
336,79,75,,ITA,p,541.0,,female,-0.99,,0.00184842883549,0,0,0,1989,1988
337,69,65,,JPN,p,1762.0,,male,-0.00099,,0.00567536889898,0,0,0,1994,1992
338,74,70,,ITA,p,538.0,,female,-0.99,,0.00185873605948,0,0,0,1989,1988
339,69,60,,SGP,p,2312.0,0.0,male,-99.0,0.01,0.0147058823529,0,0,0,2001,2001
340,59,50,,ARG,p,886.0,,male,-0.00099,,0.00451467268623,0,0,0,1991,1991
341,74,70,,ITA,p,602.0,,male,-0.99,,0.00664451827241,0,0,0,1989,1988
342,99,30,,IND,p,14010.0,,total,-0.00099,,0.00371163454675,1,1,0,1985,1985
343,69,65,,JPN,p,5799.0,,total,-0.00099,,0.000689774098982,1,1,0,2000,2000
344,74,70,,JPN,p,4599.0,,total,-0.00099,,0.000217438573603,1,1,0,2000,2000
345,69,65,,ITA,p,568.0,,female,-0.99,,0.00528169014084,0,0,0,1989,1988
346,34,30,,north_america_high_income,csmr,,3.92e-08,female,-99.0,3.11e-07,1.53e-07,0,0,0,2010,2010
347,69,60,,JPN,p,3241.0,,male,-0.00099,,0.0,1,0,0,1985,1985
348,69,65,,ITA,p,585.0,,male,-0.99,,0.0034188034188,0,0,0,1989,1988
349,84,80,,ITA,p,1094.0,,total,-0.99,,0.00457038391224,0,0,0,1997,1997
350,79,75,,ITA,p,1109.0,,total,-0.99,,0.00180342651037,0,0,0,1997,1997
351,74,70,,ITA,p,1143.0,,total,-0.99,,0.0,0,0,0,1997,1997
352,64,60,,BGR,p,1345.0,,total,-0.00099,,0.00371747211896,0,0,0,1999,1999
353,69,60,,POL,p,23576.0,,total,-0.00099,,0.00101798439091,1,1,0,1986,1986
354,74,70,,JPN,p,2416.0,,female,-0.00099,,0.00620860927152,1,1,0,2000,2000
355,69,65,,ITA,p,1150.0,,total,-0.99,,0.00695652173912,0,0,0,1997,1997
356,89,80,,ITA,p,205.0,,male,-0.00099,,0.00487804878046,0,0,0,1987,1987
357,79,75,,JPN,p,1795.0,,female,-0.00099,,0.00779944289693,1,1,0,2000,2000
358,69,65,,JPN,p,2159.0,,female,-0.00099,,0.00277906438166,0,0,0,1994,1992
359,89,80,,ITA,p,286.0,,female,-0.00099,,0.00699300699298,0,0,0,1987,1987
360,69,65,,JPN,p,2700.0,,male,-0.00099,,0.0,1,1,0,2000,2000
361,99,60,,IND,p,3252.0,,total,-0.00099,,0.00922509225092,0,1,0,1986,1986
362,69,60,,SGP,p,2780.0,0.0,female,-99.0,0.01,0.0046762589928,0,0,0,2001,2001
363,79,70,,ITA,p,859.0,,female,-0.00099,,0.0011641443539,0,0,0,1987,1987
364,79,70,,ITA,p,708.0,,male,-0.00099,,0.00706214689265,0,0,0,1987,1987
365,69,60,,ITA,p,1123.0,,female,-0.00099,,0.00178094390027,0,0,0,1987,1987
366,69,60,,ITA,p,969.0,,male,-0.00099,,0.00206398348813,0,0,0,1987,1987
367,59,50,,ITA,p,1261.0,,male,-0.00099,,0.00158604282315,0,0,0,1987,1987
368,99,30,,EST,p,82101.0,0.00193,female,-0.00099,0.00251,0.00539579298669,0,0,0,1996,1996
369,59,50,,ITA,p,1335.0,,female,-0.00099,,0.0,0,0,0,1987,1987
370,99,80,,TUR,p,94.0,,male,-0.99,,0.0212765957445,1,0,0,2000,1999
371,49,0,,ITA,p,8707.0,,female,-0.00099,,0.0,0,0,0,1987,1987
372,49,0,,ITA,p,9007.0,,male,-0.00099,,0.0,0,0,0,1987,1987
373,64,60,,BGR,p,4660.0,,total,-0.00099,,0.0,0,0,0,1999,1999
374,60,51,,IND,p,600.0,,female,-0.00099,,0.0,0,0,0,1993,1992
375,99,30,,ITA,p,120000.0,,total,-0.00099,,0.002525,0,0,0,1995,1990
376,79,75,,ITA,p,234.0,,male,-0.00099,,0.0,1,1,0,1986,1985
377,79,75,,ITA,p,330.0,,female,-0.00099,,0.00303030303029,1,1,0,1986,1985
378,99,30,,BGR,p,43133.0,,male,-0.00099,,0.00510050309508,0,0,0,1999,1999
379,99,30,,URY,p,4468.0,,total,-0.099,,0.00693822739481,1,0,0,1994,1993
380,74,70,,ITA,p,366.0,,male,-0.00099,,0.0,1,1,0,1986,1985
381,74,70,,ITA,p,443.0,,female,-0.00099,,0.00225733634311,1,1,0,1986,1985
382,84,80,,ITA,p,202.0,,female,-0.00099,,0.0247524752474,1,1,0,1986,1985
383,84,80,,ITA,p,114.0,,male,-0.00099,,0.017543859649,1,1,0,1986,1985
384,69,65,,ITA,p,381.0,,male,-0.00099,,0.002624671916,1,1,0,1986,1985
385,64,60,,JPN,p,2529.0,,male,-0.00099,,0.00593119810201,0,0,0,1994,1992
386,64,60,,ITA,p,489.0,,female,-0.00099,,0.0,1,1,0,1986,1985
387,64,60,,JPN,p,3123.0,,female,-0.00099,,0.000640409862312,1,1,0,2000,2000
388,99,30,,CHL,p,4672408.0,,total,-0.099,,0.00392987941122,1,0,0,1989,1989
389,69,65,,ITA,p,491.0,,female,-0.00099,,0.0,1,1,0,1986,1985
390,64,60,,ITA,p,563.0,,male,-0.00099,,0.00177619893428,1,1,0,1986,1985
391,64,60,,JPN,p,2647.0,,female,-0.00099,,0.00377786173026,0,0,0,1994,1992
392,59,55,,ITA,p,615.0,,male,-0.00099,,0.00325203252032,1,1,0,1986,1985
393,99,30,,BGR,p,14278.0,,male,-0.00099,,0.00595321473596,0,0,0,1999,1999
394,54,0,,ITA,p,8566.0,,female,-0.00099,,0.000466962409526,1,1,0,1986,1985
395,59,55,,ITA,p,630.0,,female,-0.00099,,0.0015873015873,1,1,0,1986,1985
396,99,85,,ITA,p,137.0,,female,-0.00099,,0.00729927007294,1,1,0,1986,1985
397,54,0,,ITA,p,8669.0,,male,-0.00099,,0.000115353558657,1,1,0,1986,1985
398,99,30,,EST,p,47545.0,0.00146,male,-0.00099,0.00197,0.00925439057735,0,0,0,1996,1996
399,99,85,,ITA,p,92.0,,male,-0.00099,,0.0108695652173,1,1,0,1986,1985
400,60,51,,IND,p,550.0,,male,-0.00099,,0.0,0,0,0,1993,1992
401,99,25,,ITA,smr,,1.14,total,-99.0,1.21,2.20356767572,1,1,0,1994,1987
402,79,70,,ITA,p,29788.0,,male,-0.00099,,0.0096011816839,0,0,0,1972,1961
403,99,30,,EST,p,103424.0,0.00135,total,-0.00099,0.00185,0.00558864480198,0,0,0,1996,1996
404,69,60,,ITA,p,58185.0,,male,-0.00099,,0.00178740225144,0,0,0,1972,1961
405,69,60,,ITA,p,61374.0,,female,-0.00099,,0.00514876006126,0,0,0,1972,1961
406,79,70,,ITA,p,37037.0,,female,-0.00099,,0.003861003861,0,0,0,1972,1961
407,59,50,,ITA,p,61776.0,,male,-0.00099,,0.000469437969438,0,0,0,1972,1961
408,99,80,,POL,p,26600.0,,total,-0.00099,,0.00236842105263,1,1,0,1986,1986
409,99,30,,EST,p,55879.0,0.00133,female,-0.00099,0.00182,0.00336441239106,0,0,0,1996,1996
410,69,65,,TUR,p,151.0,,male,-0.99,,0.00662251655625,1,0,0,2000,1999
411,59,50,,ARG,p,1962.0,,total,-0.00099,,0.00509683995922,0,0,0,1991,1991
412,59,50,,ITA,p,63878.0,,female,-0.00099,,0.000407025893109,0,0,0,1972,1961
413,99,30,,BGR,p,14336.0,,female,-0.00099,,0.00181361607143,0,0,0,1999,1999
414,59,55,,JPN,p,2735.0,,male,-0.00099,,0.0018281535649,0,0,0,1994,1992
415,89,80,,ITA,p,11799.0,,male,-0.00099,,0.0266124247818,0,0,0,1972,1961
416,99,30,,EST,p,26222.0,0.00122,female,-0.00099,0.00169,0.000953397910152,0,0,0,1996,1996
417,49,40,,ITA,p,87805.0,,female,-0.00099,,0.000842776607255,0,0,0,1972,1961
418,89,80,,ITA,p,14815.0,,female,-0.00099,,0.0018899763753,0,0,0,1972,1961
419,49,40,,ITA,p,82386.0,,male,-0.00099,,0.000230621707572,0,0,0,1972,1961
420,39,30,,ITA,p,89286.0,,male,-0.00099,,0.000212799319042,0,0,0,1972,1961
421,99,30,,BGR,p,48163.0,,female,-0.00099,,0.00498307829662,0,0,0,1999,1999
422,39,30,,ITA,p,90909.0,,female,-0.00099,,2.2000022e-05,0,0,0,1972,1961
423,64,60,,JPN,p,5752.0,,total,-0.00099,,0.00086926286509,1,1,0,2000,2000
424,99,30,,EST,p,49816.0,0.00116,total,-0.00099,0.00162,0.00038140356512,0,0,0,1996,1996
425,99,30,,BGR,p,87025.0,,total,-0.00099,,0.00637747773628,0,1,0,1997,1997
426,99,70,,ITA,p,200.0,,total,-99.0,,0.0,1,1,0,1994,1994
427,99,30,,CUB,p,17784.0,,total,-0.00099,,0.0133828160144,0,0,0,1997,1997
428,89,80,,JPN,p,747.0,,male,-0.00099,,0.0174029451138,1,0,0,1985,1985
429,49,40,,BOL,p,786.0,0.0,total,-0.00099,0.00397,0.0,0,0,0,1994,1994
430,99,85,,ITA,p,,0.014352,total,-0.00099,,0.016269781,0,0,0,2001,2001
431,84,75,,ITA,p,,0.011425,total,-0.00099,,0.015190532,0,0,0,2001,2001
432,74,65,,ITA,p,,0.004829,total,-0.00099,,0.002685276,0,0,0,2001,2001
433,59,50,,EST,p,7683.0,0.00108,male,-0.00099,0.00153,0.000130157490564,0,0,0,1996,1996
434,99,30,,EST,p,23594.0,0.00106,male,-0.00099,0.0015,0.0071204543528,0,0,0,1996,1996
435,64,55,,NZL,p,4804.0,,male,-0.00099,,0.00312239800166,0,0,0,2005,2005
436,59,50,,EST,p,9662.0,0.00102,female,-0.00099,0.00146,0.00165597184848,0,0,0,1996,1996
437,99,30,,EST,p,71139.0,0.00102,male,-0.00099,0.00146,0.00413275418547,0,0,0,1996,1996
438,99,30,,ITA,p,,0.002022,female,-0.00099,0.002631,0.00537012861138,0,0,0,2001,2001
439,59,50,,POL,p,92221.0,,total,-0.00099,,0.000759046204227,1,1,0,1986,1986
440,99,30,,ITA,p,,0.002,male,-0.00099,0.002575,0.00403042399091,0,0,0,2001,2001
441,64,55,,ITA,p,,0.001074,total,-0.00099,0.00192,0.000899479067242,0,0,0,2001,2001
442,54,45,,ITA,p,,0.000303,total,-0.00099,0.000759,8.27200150648e-05,0,0,0,2001,2001
443,44,35,,ITA,p,,1.4e-05,total,-0.00099,0.000197,9.75900625012e-05,0,0,0,2001,2001
444,34,0,,ITA,p,297424.0,,total,-0.00099,,3.36220345366e-06,0,0,0,2001,2001
445,79,70,,JPN,p,1810.0,,male,-0.00099,,0.0104972375691,1,0,0,1985,1985
446,99,30,,NLD,i,163577.0,,male,-0.00099,,0.000403479706805,0,0,0,1985,1983
447,59,50,,SGP,p,2769.0,,male,-99.0,,0.00469483568075,0,0,0,2001,2001
448,65,55,,NLD,i,,0.0001,male,-0.099,0.0018,0.0,0,0,0,1999,1990
449,65,55,,NLD,i,,0.0,female,-0.099,0.0012,0.0,0,0,0,1999,1990
450,75,65,,NLD,i,,0.0011,female,-0.099,0.0029,0.00129084914278,0,0,0,1999,1990
451,59,55,,BGR,p,1917.0,,total,-0.00099,,0.00156494522692,0,0,0,1999,1999
452,79,75,,TUR,p,73.0,,male,-0.99,,0.0136986301368,1,0,0,2000,1999
453,39,35,,north_america_high_income,csmr,,7.71e-08,female,-99.0,4.59e-07,2.39e-07,0,0,0,2010,2010
454,75,65,,NLD,i,,0.0004,male,-0.099,0.0019,0.000162839183337,0,0,0,1999,1990
455,59,55,,BGR,p,5018.0,,total,-0.00099,,0.00159426066162,0,0,0,1999,1999
456,44,40,,north_america_high_income,csmr,,1.62e-07,female,-99.0,1.04e-06,5.01e-07,0,0,0,2010,2010
457,59,55,,JPN,p,3053.0,,female,-0.00099,,0.000327546675401,0,0,0,1994,1992
458,85,75,,NLD,i,,0.0031,male,-0.099,0.0079,0.00030750170946,0,0,0,1999,1990
459,85,75,,NLD,i,,0.0014,female,-0.099,0.0039,0.000177247482331,0,0,0,1999,1990
460,99,85,,NLD,i,,0.0011,female,-0.099,0.0062,0.00326358937556,0,0,0,1999,1990
461,89,85,,NLD,p,245.0,,female,-0.99,,0.00408163265304,0,0,0,1989,1988
462,99,95,,NLD,p,20.0,,female,-0.99,,0.0,0,0,0,1989,1988
463,99,80,,TUR,p,39.0,,female,-0.99,,0.0,1,0,0,2000,1999
464,84,80,,NLD,p,396.0,,female,-0.99,,0.0151515151515,0,0,0,1989,1988
465,99,30,,JPN,p,125291.0,,total,-0.00099,,0.00853213718463,1,1,0,1981,1975
466,84,80,,NLD,p,180.0,,male,-0.99,,0.0,0,0,0,1989,1988
467,89,85,,NLD,p,79.0,,male,-0.99,,0.0379746835438,0,0,0,1989,1988
468,94,90,,NLD,p,91.0,,female,-0.99,,0.0,0,0,0,1989,1988
469,59,50,,JPN,p,5222.0,,male,-0.00099,,0.0,1,0,0,1985,1985
470,64,60,,JPN,p,2632.0,,male,-0.00099,,0.00683890577507,1,1,0,2000,2000
471,79,75,,NLD,p,544.0,,female,-0.99,,0.0,0,0,0,1989,1988
472,59,55,,JPN,p,2685.0,,male,-0.00099,,0.00148975791434,1,1,0,2000,2000
473,79,75,,NLD,p,341.0,,male,-0.99,,0.00586510263928,0,0,0,1989,1988
474,74,70,,NLD,p,477.0,,male,-0.99,,0.00838574423478,0,0,0,1989,1988
475,49,45,,north_america_high_income,csmr,,3.11e-07,female,-99.0,2.41e-06,1.1e-06,0,0,0,2010,2010
476,74,70,,NLD,p,684.0,,female,-0.99,,0.0102339181286,0,0,0,1989,1988
477,54,50,,JPN,p,2971.0,,female,-0.00099,,0.00134634803097,0,0,0,1994,1992
478,59,55,,JPN,p,6041.0,,total,-0.00099,,0.00248303261049,1,1,0,2000,2000
479,59,55,,JPN,p,3180.0,,female,-0.00099,,0.0,1,1,0,2000,2000
480,54,50,,north_america_high_income,csmr,,1.13e-06,female,-99.0,5.54e-06,2.71e-06,0,0,0,2010,2010
481,64,55,,NZL,p,5076.0,,female,-0.00099,,0.00610717100079,0,0,0,2005,2005
482,49,45,,JPN,p,3384.0,,female,-0.00099,,0.000295508274232,1,1,0,2000,2000
483,99,40,,NGA,p,3412.0,,total,-0.00099,,0.00263774912075,0,0,0,1985,1985
484,69,65,,NLD,p,613.0,,male,-0.99,,0.0130505709625,0,0,0,1989,1988
485,59,50,,JPN,p,5792.0,,female,-0.00099,,0.00120856353591,1,0,0,1985,1985
486,54,50,,JPN,p,3861.0,,female,-0.00099,,0.0,1,1,0,2000,2000
487,69,65,,NLD,p,705.0,,female,-0.99,,0.0,0,0,0,1989,1988
488,54,50,,BGR,p,2060.0,,total,-0.00099,,0.00291262135922,0,0,0,1999,1999
489,39,30,,JPN,p,6316.0,,female,-0.00099,,0.0,1,0,0,1985,1985
490,99,30,,oceania,p,17000.0,,total,-0.00099,,0.00770588235294,1,1,0,1981,1980
491,94,90,,NLD,p,22.0,,male,-0.99,,0.0,0,0,0,1989,1988
492,59,55,,north_america_high_income,csmr,,2.64e-06,female,-99.0,1.4e-05,6.52e-06,0,0,0,2010,2010
493,54,50,,BGR,p,6757.0,,total,-0.00099,,0.0,0,0,0,1999,1999
494,64,60,,TUR,p,165.0,,male,-0.99,,0.0,1,0,0,2000,1999
495,89,85,,NLD,p,324.0,,total,-0.99,,0.0524691358023,0,0,0,1997,1997
496,84,80,,NLD,p,576.0,,total,-0.99,,0.00520833333332,0,0,0,1997,1997
497,99,90,,NLD,p,133.0,,total,-0.99,,0.0150375939848,0,0,0,1997,1997
498,79,75,,NLD,p,885.0,,total,-0.99,,0.00790960451977,0,0,0,1997,1997
499,74,70,,NLD,p,1161.0,,total,-0.99,,0.00258397932816,0,0,0,1997,1997
500,49,45,,JPN,p,2706.0,,male,-0.00099,,0.000739098300074,0,0,0,1994,1992
501,39,35,,JPN,p,2717.0,,female,-0.00099,,0.0,1,1,0,2000,2000
502,69,65,,NLD,p,1318.0,,total,-0.99,,0.00151745068285,0,0,0,1997,1997
503,99,95,,NLD,p,20.0,,female,-99.0,,0.0499999999975,0,0,0,1993,1990
504,94,85,,NLD,p,336.0,,female,-99.0,,0.0,0,0,0,1993,1990
505,69,65,,TUR,p,115.0,,female,-0.99,,0.0,1,0,0,2000,1999
506,49,45,,JPN,p,6455.0,,total,-0.00099,,0.000929512006197,1,1,0,2000,2000
507,99,30,,COL,p,200.0,,total,-0.00099,,0.0,1,1,0,2000,1996
508,59,50,,IND,p,3443.0,,total,-0.00099,,0.000871333139703,0,1,0,1986,1986
509,84,75,,NLD,p,940.0,,female,-99.0,,0.00425531914893,0,0,0,1993,1990
510,94,85,,NLD,p,101.0,,male,-99.0,,0.0,0,0,0,1993,1990
511,54,50,,JPN,p,7386.0,,total,-0.00099,,0.000270782561603,1,1,0,2000,2000
512,59,55,,TUR,p,157.0,,male,-0.99,,0.00636942675155,1,0,0,2000,1999
513,44,40,,JPN,p,3717.0,,female,-0.00099,,0.000269034167339,0,0,0,1994,1992
514,84,75,,NLD,p,521.0,,male,-99.0,,0.0326295585412,0,0,0,1993,1990
515,74,65,,NLD,p,1090.0,,male,-99.0,,0.00183486238532,0,0,0,1993,1990
516,64,60,,north_america_high_income,csmr,,7.17e-06,female,-99.0,3.36e-05,1.73e-05,0,0,0,2010,2010
517,49,40,,EST,p,8730.0,0.00014,male,-0.00099,0.00032,0.00137457044674,0,0,0,1996,1996
518,74,65,,NLD,p,1389.0,,female,-99.0,,0.0,0,0,0,1993,1990
519,69,65,,north_america_high_income,csmr,,2.09e-05,female,-99.0,7.86e-05,4.58e-05,0,0,0,2010,2010
520,49,40,,EST,p,9749.0,0.00012,female,-0.00099,0.00029,0.000512873115191,0,0,0,1996,1996
521,64,55,,NLD,p,1098.0,,male,-99.0,,0.00455373406193,0,0,0,1993,1990
522,49,40,,JPN,p,4975.0,,male,-0.00099,,0.000201005025126,1,0,0,1985,1985
523,39,35,,JPN,p,5199.0,,total,-0.00099,,0.00019234468167,1,1,0,2000,2000
524,49,40,,JPN,p,5236.0,,female,-0.00099,,0.000572956455309,1,0,0,1985,1985
525,74,70,,north_america_high_income,csmr,,5.84e-05,female,-99.0,0.0002113,0.0001294,0,0,0,2010,2010
526,99,30,,BGR,p,6163.0,,total,-0.00099,,0.001784845043,0,1,0,1997,1997
527,64,55,,NLD,p,1471.0,,female,-99.0,,0.000679809653297,0,0,0,1993,1990
528,54,50,,TUR,p,136.0,,female,-0.99,,0.0,1,0,0,2000,1999
529,99,95,,NLD,p,3.0,,male,-99.0,,0.0,0,0,0,1993,1990
530,99,30,,NGA,p,18594.0,,total,-0.00099,,0.0107023771109,0,0,0,1982,1982
531,99,30,,NLD,p,68928.0,,total,-0.00099,,0.00533890436397,1,1,0,2000,1975
532,99,55,,NLD,p,,0.0057,total,-0.00099,0.00702,0.0141030190521,1,1,0,1998,1998
533,99,55,,NLD,i,,0.0009,total,-0.00099,0.00113,0.000905443523648,0,0,0,1998,1998
534,99,30,,NOR,p,48091.0,,total,-0.00099,,0.00280717805826,1,1,0,1986,1986
535,99,30,,ETH,p,60820.0,,total,-0.00099,,0.00317329825715,0,0,0,1988,1986
536,99,30,,NOR,p,48091.0,,total,-0.00099,,0.0114990330831,0,0,0,1986,1986
537,99,30,,NOR,p,220858.0,,total,-0.00099,,0.00298834545273,1,0,0,2001,1993
538,99,30,,NOR,p,110429.0,,female,-0.00099,,0.00224578688569,0,0,0,1993,1992
539,54,46,,NZL,p,40816.0,,male,-0.00099,,0.0,0,0,0,2005,2005
540,99,30,,NOR,p,110429.0,,male,-0.00099,,0.00282534479168,0,0,0,1993,1992
541,99,75,,PRT,p,5073.0,,male,-0.099,,0.0214863000197,1,1,0,1992,1992
542,99,75,,PRT,p,8412.0,,female,-0.099,,0.0101046124584,1,1,0,1992,1992
543,54,40,,NZL,p,41667.0,,female,-0.00099,,0.00117599059208,0,0,0,2005,2005
544,99,30,,JPN,p,7685.0,,total,-0.00099,,0.00221210149642,1,1,0,1991,1991
545,74,65,,PRT,p,8228.0,,male,-0.099,,0.000486144871172,1,1,0,1992,1992
546,74,65,,PRT,p,10498.0,,female,-0.099,,0.00495332444275,1,1,0,1992,1992
547,64,60,,TUR,p,141.0,,female,-0.99,,0.0,1,0,0,2000,1999
548,49,40,,ARG,p,1084.0,,female,-0.00099,,0.000922509225091,0,0,0,1991,1991
549,59,50,,ARG,p,1076.0,,female,-0.00099,,0.00464684014869,0,0,0,1991,1991
550,49,40,,ARG,p,921.0,,male,-0.00099,,0.00108577633007,0,0,0,1991,1991
551,49,40,,ARG,p,2005.0,,total,-0.00099,,0.00199501246883,0,0,0,1991,1991
552,64,55,,PRT,p,10774.0,,male,-0.099,,0.00287729719696,1,1,0,1992,1992
553,64,55,,PRT,p,12828.0,,female,-0.099,,0.00304022450889,1,1,0,1992,1992
554,99,30,,PRT,p,115473.0,,female,-0.099,,0.00288379101608,1,1,0,1992,1992
555,99,30,,PRT,p,104455.0,,male,-0.099,,0.00567708582643,1,1,0,1992,1992
556,54,45,,PRT,p,10647.0,,male,-0.099,,0.000657462195924,1,1,0,1992,1992
557,54,45,,PRT,p,11872.0,,female,-0.099,,0.00025269541779,1,1,0,1992,1992
558,34,25,,PRT,p,18283.0,,female,-0.099,,0.0,1,1,0,1992,1992
559,4,0,,PRT,p,5299.0,,female,-0.099,,0.0,1,1,0,1992,1992
560,39,0,,EST,p,43343.0,,female,-0.00099,,0.0,0,0,0,1996,1996
561,39,0,,EST,p,44402.0,,male,-0.00099,,0.0,0,0,0,1996,1996
562,59,50,,SGP,p,3371.0,,female,-99.0,,0.000296647878968,0,0,0,2001,2001
563,9,5,,PRT,p,7419.0,,female,-0.099,,0.0,1,1,0,1992,1992
564,39,30,,JPN,p,6615.0,,male,-0.00099,,0.0,1,0,0,1985,1985
565,49,45,,JPN,p,3026.0,,female,-0.00099,,0.000660938532716,0,0,0,1994,1992
566,99,85,,JPN,p,376.0,,female,-0.00099,,0.0212765957446,0,0,0,1994,1992
567,44,40,,JPN,p,3401.0,,male,-0.00099,,0.000294031167304,0,0,0,1994,1992
568,54,50,,JPN,p,2525.0,,male,-0.00099,,0.00158415841584,0,0,0,1994,1992
569,84,80,,JPN,p,402.0,,male,-0.00099,,0.0248756218905,0,0,0,1994,1992
570,99,85,,JPN,p,189.0,,male,-0.00099,,0.0264550264549,0,0,0,1994,1992
571,49,0,,BGR,p,20515.0,,total,-0.00099,,4.87448208628e-05,0,0,0,1999,1999
572,49,0,,BGR,p,63216.0,,total,-0.00099,,0.000158187800557,0,0,0,1999,1999
573,49,15,,IND,p,30531.0,,total,-0.00099,,0.0,0,1,0,1986,1986
574,14,10,,PRT,p,8277.0,,female,-0.099,,0.0,1,1,0,1992,1992
575,24,15,,PRT,p,18550.0,,female,-0.099,,0.0,1,1,0,1992,1992
